NULL;0;0;0;0
NULL;0;1;0,441263889;9,15299
NULL;0;2;0,542533333;9,52982
NULL;0;3;0,184822222;9,71616
NULL;0;4;0,292597222;9,66066
NULL;0;5;1,145544444;48,99029
NULL;0;6;0,506275;13,78379
NULL;0;7;0,365997222;10,21941
NULL;0;8;0,563666667;30,79898
NULL;0;9;0,610230556;28,76481
NULL;0;10;0,840002778;42,78702
NULL;0;11;1,346738889;57,98919
NULL;0;12;0,737130556;43,21538
NULL;0;13;1,483419444;43,74218
NULL;0;14;1,475183333;43,49509
NULL;0;15;0,470777778;27,29436
NULL;0;16;1,032908333;53,1985
NULL;0;17;1,151341667;56,71696
NULL;0;18;1,078994444;35,31713
NULL;0;19;0,975816667;30,15838
NULL;0;20;1,060572222;50,27224
NULL;0;21;0,799005556;40,09796
NULL;0;22;0,672338889;43,16282
NULL;0;23;0,782919444;36,14779
NULL;0;24;1,127925;52,96269
NULL;0;25;1,150322222;53,63455
NULL;1;0;0,441263889;9,15299
NULL;1;1;0;0
NULL;1;2;0,911808333;15,10629
NULL;1;3;0,604483333;18,54512
NULL;1;4;0,513686111;10,44292
NULL;1;5;1,565205556;57,81924
NULL;1;6;0,86625;18,73275
NULL;1;7;0,738288889;17,36885
NULL;1;8;0,923461111;25,42493
NULL;1;9;0,970027778;23,39076
NULL;1;10;1,1998;37,41297
NULL;1;11;1,706536111;52,61513
NULL;1;12;1,096925;37,84132
NULL;1;13;1,855708333;50,89162
NULL;1;14;1,847472222;50,64453
NULL;1;15;0,890441667;36,12332
NULL;1;16;1,452569444;62,02745
NULL;1;17;1,571002778;65,54591
NULL;1;18;1,300080556;36,09939
NULL;1;19;1,196902778;30,94064
NULL;1;20;1,480236111;59,10119
NULL;1;21;1,218666667;48,92692
NULL;1;22;1,032133333;37,78877
NULL;1;23;1,202580556;44,97674
NULL;1;24;1,547588889;61,79164
NULL;1;25;1,569986111;62,4635
NULL;2;0;0,542533333;9,52982
NULL;2;1;0,911808333;15,10629
NULL;2;2;0;0
NULL;2;3;0,705752778;18,92195
NULL;2;4;0,763141667;15,61396
NULL;2;5;1,666475;58,19607
NULL;2;6;0,976819444;19,73709
NULL;2;7;0,848855556;18,3732
NULL;2;8;1,034211111;36,75229
NULL;2;9;1,080775;34,71812
NULL;2;10;1,310547222;48,74033
NULL;2;11;1,817283333;63,94249
NULL;2;12;1,207675;49,16868
NULL;2;13;1,966277778;51,89596
NULL;2;14;1,958041667;51,64888
NULL;2;15;0,991711111;36,50015
NULL;2;16;1,553838889;62,40428
NULL;2;17;1,672272222;65,92275
NULL;2;18;1,549536111;41,27043
NULL;2;19;1,446361111;36,11168
NULL;2;20;1,581502778;59,47802
NULL;2;21;1,319936111;49,30375
NULL;2;22;1,142883333;49,11613
NULL;2;23;1,30385;45,35357
NULL;2;24;1,648858333;62,16847
NULL;2;25;1,671255556;62,84034
NULL;3;0;0,184822222;9,71616
NULL;3;1;0,604483333;18,54512
NULL;3;2;0,705752778;18,92195
NULL;3;3;0;0
NULL;3;4;0,455819444;19,05279
NULL;3;5;1,031016667;40,32855
NULL;3;6;0,669494444;23,17592
NULL;3;7;0,529219444;19,61154
NULL;3;8;0,726886111;40,19111
NULL;3;9;0,773452778;38,15695
NULL;3;10;1,003225;52,17915
NULL;3;11;1,509958333;67,38132
NULL;3;12;0,90035;52,60751
NULL;3;13;1,503102778;65,68945
NULL;3;14;1,494866667;65,44236
NULL;3;15;0,356252778;18,63262
NULL;3;16;0,918380556;44,53675
NULL;3;17;1,036813889;48,05522
NULL;3;18;1,041777778;48,77467
NULL;3;19;1,139038889;39,55051
NULL;3;20;0,946044444;41,6105
NULL;3;21;0,684477778;31,43622
NULL;3;22;0,835558333;52,55495
NULL;3;23;0,668391667;27,48605
NULL;3;24;1,013397222;44,30095
NULL;3;25;1,035794444;44,97281
NULL;4;0;0,292597222;9,66066
NULL;4;1;0,513686111;10,44292
NULL;4;2;0,763141667;15,61396
NULL;4;3;0,455819444;19,05279
NULL;4;4;0;0
NULL;4;5;1,150491667;33,1764
NULL;4;6;0,717586111;19,24042
NULL;4;7;0,589622222;17,87652
NULL;4;8;0,774975;36,25561
NULL;4;9;0,821541667;34,22145
NULL;4;10;1,051313889;48,24366
NULL;4;11;1,55805;63,44582
NULL;4;12;0,948441667;48,67202
NULL;4;13;1,707041667;51,39929
NULL;4;14;1,698808333;51,15221
NULL;4;15;0,741775;36,63099
NULL;4;16;1,303905556;62,53512
NULL;4;17;1,147430556;43,15441
NULL;4;18;0,786619444;25,66322
NULL;4;19;0,683444444;20,50448
NULL;4;20;1,07835;38,03017
NULL;4;21;1,070002778;49,43459
NULL;4;22;0,883647222;48,61946
NULL;4;23;1,053916667;45,48441
NULL;4;24;1,124016667;39,40014
NULL;4;25;1,195175;41,53499
NULL;5;0;1,145544444;48,99029
NULL;5;1;1,565205556;57,81924
NULL;5;2;1,666475;58,19607
NULL;5;3;1,031016667;40,32855
NULL;5;4;1,150491667;33,1764
NULL;5;5;0;0
NULL;5;6;1,630216667;62,45004
NULL;5;7;1,489941667;58,88567
NULL;5;8;1,687608333;79,46523
NULL;5;9;1,734175;77,43107
NULL;5;10;1,963947222;91,45328
NULL;5;11;2,470683333;106,65545
NULL;5;12;1,861072222;91,88163
NULL;5;13;2,172875;86,05161
NULL;5;14;2,164638889;85,80452
NULL;5;15;1,026022222;38,99479
NULL;5;16;1,526886111;59,06152
NULL;5;17;0,849261111;33,03063
NULL;5;18;0,854225;33,75008
NULL;5;19;0,941905556;29,06104
NULL;5;20;0,756577778;22,69736
NULL;5;21;0,496925;16,41164
NULL;5;22;1,796280556;91,82908
NULL;5;23;1,338163889;47,84821
NULL;5;24;0,825844444;29,27636
NULL;5;25;0,848241667;29,94822
NULL;6;0;0,506275;13,78379
NULL;6;1;0,86625;18,73275
NULL;6;2;0,976819444;19,73709
NULL;6;3;0,669494444;23,17592
NULL;6;4;0,717586111;19,24042
NULL;6;5;1,630216667;62,45004
NULL;6;6;0;0
NULL;6;7;0,792575;21,30256
NULL;6;8;0,720341667;20,44315
NULL;6;9;0,766905556;18,40899
NULL;6;10;0,996677778;32,4312
NULL;6;11;1,503413889;47,63336
NULL;6;12;0,893805556;32,85955
NULL;6;13;1,909997222;54,82532
NULL;6;14;1,901761111;54,57824
NULL;6;15;0,955452778;40,75412
NULL;6;16;1,517580556;66,65825
NULL;6;17;1,636013889;70,17672
NULL;6;18;1,503980556;44,89689
NULL;6;19;1,400805556;39,73814
NULL;6;20;1,545247222;63,73199
NULL;6;21;1,283677778;53,55772
NULL;6;22;0,829011111;32,807
NULL;6;23;1,267591667;49,60754
NULL;6;24;1,6126;66,42244
NULL;6;25;1,634997222;67,0943
NULL;7;0;0,365997222;10,21941
NULL;7;1;0,738288889;17,36885
NULL;7;2;0,848855556;18,3732
NULL;7;3;0,529219444;19,61154
NULL;7;4;0,589622222;17,87652
NULL;7;5;1,489941667;58,88567
NULL;7;6;0,792575;21,30256
NULL;7;7;0;0
NULL;7;8;0,849966667;38,31775
NULL;7;9;0,896533333;36,28359
NULL;7;10;1,126305556;50,3058
NULL;7;11;1,633041667;65,50796
NULL;7;12;1,023430556;50,73415
NULL;7;13;1,435891667;42,4535
NULL;7;14;1,427655556;42,20642
NULL;7;15;0,815175;37,18974
NULL;7;16;1,377302778;63,09388
NULL;7;17;1,495736111;66,61234
NULL;7;18;1,376016667;43,53299
NULL;7;19;1,272841667;38,37424
NULL;7;20;1,404969444;60,16762
NULL;7;21;1,143402778;49,99334
NULL;7;22;0,958638889;50,6816
NULL;7;23;1,127316667;46,04317
NULL;7;24;1,472322222;62,85807
NULL;7;25;1,494719444;63,52993
NULL;8;0;0,563666667;30,79898
NULL;8;1;0,923461111;25,42493
NULL;8;2;1,034211111;36,75229
NULL;8;3;0,726886111;40,19111
NULL;8;4;0,774975;36,25561
NULL;8;5;1,687608333;79,46523
NULL;8;6;0,720341667;20,44315
NULL;8;7;0,849966667;38,31775
NULL;8;8;0;0
NULL;8;9;0,491602778;17,60469
NULL;8;10;0,344111111;11,84892
NULL;8;11;0,850844444;27,05108
NULL;8;12;0,685480556;35,0977
NULL;8;13;1,778897222;54,31609
NULL;8;14;1,770663889;54,06901
NULL;8;15;1,012844444;57,76931
NULL;8;16;1,574972222;83,67345
NULL;8;17;1,693405556;87,19191
NULL;8;18;1,561372222;61,91208
NULL;8;19;1,458194444;56,75333
NULL;8;20;1,602636111;80,74718
NULL;8;21;1,341069444;70,57291
NULL;8;22;0,620686111;35,04515
NULL;8;23;1,324983333;66,62273
NULL;8;24;1,669988889;83,43763
NULL;8;25;1,692386111;84,1095
NULL;9;0;0,610230556;28,76481
NULL;9;1;0,970027778;23,39076
NULL;9;2;1,080775;34,71812
NULL;9;3;0,773452778;38,15695
NULL;9;4;0,821541667;34,22145
NULL;9;5;1,734175;77,43107
NULL;9;6;0,766905556;18,40899
NULL;9;7;0,896533333;36,28359
NULL;9;8;0,491602778;17,60469
NULL;9;9;0;0
NULL;9;10;0,631633333;18,94909
NULL;9;11;1,028330556;30,85013
NULL;9;12;0,689805556;27,69331
NULL;9;13;2,013952778;69,80635
NULL;9;14;2,005719444;69,55927
NULL;9;15;1,059408333;55,73514
NULL;9;16;1,621538889;81,63927
