0;39,25802511;7,537966176
1;39,19794908;7,496990568
2;39,19801075;7,572793964
3;39,21735761;7,603008217
4;39,18382281;7,535011978
5;39,13397975;7,558195552
6;39,29121397;7,448552401
7;39,32528864;7,49660747
8;39,34076911;7,404024242
9;39,31408906;7,367730037
10;39,41145132;7,36968612
11;39,48614254;7,352625802
12;39,33159646;7,245921676
13;39,57078243;7,637595111
14;39,51952452;7,686469832
15;39,24810464;7,687373975
16;39,06009424;7,875526612
17;38,94015565;7,476483062
18;39,01452485;7,468243529
19;39,07760466;7,43116643
20;39,02116959;7,524865965
21;39,03371236;7,577166178
22;39,22971597;7,197473952
23;39,29580394;7,722839627
24;38,94172118;7,530557899
25;38,9865855;7,589553174
