1;1050
2;859
3;1227
4;571
5;816
6;742
7;862
8;991
9;513
10;890
11;781
12;984
13;648
14;795
15;1062
16;1033
17;823
18;749
19;908
20;653
21;879
22;879
23;767
24;1135
25;677
